,Unnamed: 0,review_id,business_id,user_id,stars,blob_polarity,review,label,stem_review,complaint,compliments,suggestion for user,suggestion for business
582,299582,SmxxsHtane64FOGloQ8cZw,8k5x30m0D3wG1xBHZ0pqBQ,ommQ_F7kQ-FVyS4QMDDf0w,4,0.1,i'm clearly being sarcastic,,i'm clearli be sarcast,0,0,0,0
583,299583,SmxxsHtane64FOGloQ8cZw,8k5x30m0D3wG1xBHZ0pqBQ,ommQ_F7kQ-FVyS4QMDDf0w,4,0.0,i paid 12 for parking for an hour and forty minutes,,i paid 12 for park for an hour and forti minut,1,0,0,0
584,299584,SmxxsHtane64FOGloQ8cZw,8k5x30m0D3wG1xBHZ0pqBQ,ommQ_F7kQ-FVyS4QMDDf0w,4,0.033333333,if you look rough and speak poorly you get the judge's sympathy and are allowed to speak where he will kindly listen,,if you look rough and speak poorli you get the judge' sympathi and are allow to speak where he will kindli listen,0,0,0,0
585,299585,SmxxsHtane64FOGloQ8cZw,8k5x30m0D3wG1xBHZ0pqBQ,ommQ_F7kQ-FVyS4QMDDf0w,4,0.0,"if you're dressed respectively, he'll cut you off and give you minimum payments of $100 a month ;(",,"if you'r dress respectively, he'll cut you off and give you minimum payment of $100 a month ;(",0,0,0,0
586,299586,O6pZxX7u97nKIVreSCnBTA,8k5x30m0D3wG1xBHZ0pqBQ,17LPTsu4RgqTZ3SxsGzzxw,4,-0.133333333,it sucks that i've been to the regional justice center enough times to write a review,,it suck that i'v been to the region justic center enough time to write a review,0,0,0,0
587,299587,O6pZxX7u97nKIVreSCnBTA,8k5x30m0D3wG1xBHZ0pqBQ,17LPTsu4RgqTZ3SxsGzzxw,4,-0.4625,"i hate dealing with our government, but this place is a lot cleaner than some other cities i've been in",,"i hate deal with our government, but thi place is a lot cleaner than some other citi i'v been in",1,0,0,0
588,299588,O6pZxX7u97nKIVreSCnBTA,8k5x30m0D3wG1xBHZ0pqBQ,17LPTsu4RgqTZ3SxsGzzxw,4,0.25,i usually park at binion's for free and have a nice 10 minute walk over,,i usual park at binion' for free and have a nice 10 minut walk over,1,1,0,0
589,299589,O6pZxX7u97nKIVreSCnBTA,8k5x30m0D3wG1xBHZ0pqBQ,17LPTsu4RgqTZ3SxsGzzxw,4,-0.25,"if you're in to fight a parking ticket, grab a number and then go outside for a bit for a walk rather than sit in a room with an angry vibe",,"if you'r in to fight a park ticket, grab a number and then go outsid for a bit for a walk rather than sit in a room with an angri vibe",0,0,0,0
590,299590,O6pZxX7u97nKIVreSCnBTA,8k5x30m0D3wG1xBHZ0pqBQ,17LPTsu4RgqTZ3SxsGzzxw,4,0.0,that's my zen for the day,,that' my zen for the day,0,0,0,0
591,299591,iteWKIKs-Ikfyl-OWn631A,8k5x30m0D3wG1xBHZ0pqBQ,ur4rzCNhpYSDFfv9FGq0lA,4,0.1,i was surprised about how efficient everything was here,,i wa surpris about how effici everyth wa here,0,1,0,0
592,299592,iteWKIKs-Ikfyl-OWn631A,8k5x30m0D3wG1xBHZ0pqBQ,ur4rzCNhpYSDFfv9FGq0lA,4,0.625,"granted, this is was my first time and i was there for jury duty but i was impressed with the jury commissioner's emphasis on efficiency",,"granted, thi is wa my first time and i wa there for juri duti but i wa impress with the juri commissioner' emphasi on effici",0,1,0,0
593,299593,iteWKIKs-Ikfyl-OWn631A,8k5x30m0D3wG1xBHZ0pqBQ,ur4rzCNhpYSDFfv9FGq0lA,4,0.2375,"there were still people who didn't listen in to the instructions the first and had to be told again sternly to pay attention, but for the most part, everything was clear and concise",,"there were still peopl who didn't listen in to the instruct the first and had to be told again sternli to pay attention, but for the most part, everyth wa clear and concis",1,1,0,0
594,299594,iteWKIKs-Ikfyl-OWn631A,8k5x30m0D3wG1xBHZ0pqBQ,ur4rzCNhpYSDFfv9FGq0lA,4,0.313333333,"fast, quick, and easy; not bad for my first time",,"fast, quick, and easy; not bad for my first time",0,1,0,0
595,299595,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.017857143,i'm not sure this place should rightly be called a courthouse,,i'm not sure thi place should rightli be call a courthous,1,0,0,0
596,299596,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.25,its more like an abortion clinic where justice gets rapidly miscarried on the daily,,it more like an abort clinic where justic get rapidli miscarri on the daili,0,0,0,0
597,299597,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,"i've come here to pay traffic tickets, i've come here to witness people get sentenced",,"i'v come here to pay traffic tickets, i'v come here to wit peopl get sentenc",1,0,0,0
598,299598,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,recently i had to come here to testify/answer questions because that car thief was finally arrested,,recent i had to come here to testify/answ question becaus that car thief wa final arrest,1,0,0,0
599,299599,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,i had to sit through a bunch of court cases,,i had to sit through a bunch of court case,0,0,0,0
600,299600,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,-0.666666667,i was both amused and disgusted at how people got off for serious crimes,,i wa both amus and disgust at how peopl got off for seriou crime,1,0,0,0
601,299601,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,-0.2,people can get in trouble over the stupidest things,,peopl can get in troubl over the stupidest thing,0,0,0,0
602,299602,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.225,"yet, pretty much its a revolving door",,"yet, pretti much it a revolv door",0,0,0,0
603,299603,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,you commit fraud,,you commit fraud,0,0,0,0
604,299604,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.41666666700000005,well they will just give you a fine and send you on your way,,well they will just give you a fine and send you on your way,0,0,1,0
605,299605,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.075,nearly everyone gets the bare minimum punishment it seems,,nearli everyon get the bare minimum punish it seem,1,0,0,0
606,299606,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.083333333,the judge was way way way too lenient and dealt out some serious hardcore horse,,the judg wa way way way too lenient and dealt out some seriou hardcor hors,0,0,0,0
607,299607,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,dookie,,dooki,0,0,0,0
608,299608,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,i saw a lot of sexism,,i saw a lot of sexism,0,1,0,0
609,299609,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,-0.3,a women beat her husband into a coma and she got 30 days in jail and anger management class,,a women beat her husband into a coma and she got 30 day in jail and anger manag class,0,0,0,0
610,299610,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,-0.166666667,a man gave his wife a black eye and a swollen jaw and he got 1 year,,a man gave hi wife a black eye and a swollen jaw and he got 1 year,0,0,0,0
611,299611,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.2,its unsettled me to see how the judge spoke kindly to some people and harshly to others,,it unsettl me to see how the judg spoke kindli to some peopl and harshli to other,0,0,0,0
612,299612,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.25,"some girl in handcuffs cracks a joke and the judge,marshals and legal representatives laugh",,"some girl in handcuff crack a joke and the judge,marsh and legal repres laugh",0,0,0,0
613,299613,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,-0.3,some guy who was a minute late gets scolded by everyone,,some guy who wa a minut late get scold by everyon,1,0,0,0
614,299614,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,if you believe the system works,,if you believ the system work,0,0,0,0
615,299615,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.13636363599999998,i want to know what planet you live on,,i want to know what planet you live on,0,0,0,0
616,299616,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.5,"but, okay okay",,"but, okay okay",0,0,0,0
617,299617,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.538888889,"the tower has an awesome view of the city, they pay for parking, its sorta efficient, its pretty clean",,"the tower ha an awesom view of the city, they pay for parking, it sorta efficient, it pretti clean",0,1,0,0
618,299618,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,i got paid for my time,,i got paid for my time,1,0,0,0
619,299619,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.5,all in all its better to have a courthouse that sorta does its job then to have no courthouse at all,,all in all it better to have a courthous that sorta doe it job then to have no courthous at all,1,1,0,0
620,299620,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.6,they pay for parking which is nice,,they pay for park which is nice,1,1,0,0
621,299621,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,-0.3,"eh, i can't hate them too much",,"eh, i can't hate them too much",1,0,0,0
622,299622,Wysmlsh4wKKrWwYKHtoKuw,8k5x30m0D3wG1xBHZ0pqBQ,SvbJhuPdORmlqnld57OWeA,3,0.0,oh nevada you so krazy,,oh nevada you so krazi,0,0,0,0
623,299623,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,"no parking ticket, no jury duty or no dui",,"no park ticket, no juri duti or no dui",1,0,1,0
624,299624,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,-0.5,"then why am i here? unfortunately for me, i had to testify against some kid using fake credit cards at my store",,"then whi am i here? unfortun for me, i had to testifi against some kid use fake credit card at my store",1,0,0,1
625,299625,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.2,"sounds fun, but the whole process before actually testifying was not as fun",,"sound fun, but the whole process befor actual testifi wa not as fun",1,1,0,0
626,299626,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,"i had to be appear at 8:45am, but i wanted to get there earlier just in case i couldn't find my way",,"i had to be appear at 8:45am, but i want to get there earlier just in case i couldn't find my way",1,0,0,0
627,299627,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.125,first you gotta park further away,,first you gotta park further away,1,0,0,0
628,299628,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.3,people say to park by the golden nugget since they validate parking,,peopl say to park by the golden nugget sinc they valid park,1,0,1,0
629,299629,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.3,the golden nugget is 5 blocks away and i am not walking 5 blocks in heels,,the golden nugget is 5 block away and i am not walk 5 block in heel,0,0,0,0
630,299630,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,-0.166666667,"so, i just parked at the bank of america parking structure which was less than a block away",,"so, i just park at the bank of america park structur which wa less than a block away",1,0,0,0
631,299631,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.2,"it's $3 for every 30 minutes, which is really pricey",,"it' $3 for everi 30 minutes, which is realli pricey",1,0,0,0
632,299632,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,i didn't mind though because i knew i was going to be reimbursed at work,,i didn't mind though becaus i knew i wa go to be reimburs at work,1,0,0,0
633,299633,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,"don't forget you are downtown, not the safest neighborhood, so just be cautious when you are walking alone",,"don't forget you are downtown, not the safest neighborhood, so just be cautiou when you are walk alon",1,0,1,0
634,299634,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,-0.1,"when you get into the courthouse, you have to empty your pockets and take your shoes off and walk through the metal detectors like at the airport",,"when you get into the courthouse, you have to empti your pocket and take your shoe off and walk through the metal detector like at the airport",1,0,0,0
635,299635,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.125,"being a germaphobe, this was pretty gross",,"be a germaphobe, thi wa pretti gross",1,1,0,0
636,299636,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,-0.1,walking on the floor barefoot that hundreds of people walk on everyday and then putting your shoes back on,,walk on the floor barefoot that hundr of peopl walk on everyday and then put your shoe back on,1,0,0,0
637,299637,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,"yucky! after that, there are monitors with the defendant's name that you are testifying against and the designated court room",,"yucky! after that, there are monitor with the defendant' name that you are testifi against and the design court room",0,0,0,0
638,299638,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,"you do your thing in court, go downstairs to collect the $25 for appearing and done",,"you do your thing in court, go downstair to collect the $25 for appear and done",0,0,0,0
639,299639,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.34166666700000003,it was pretty easy finding my way around since there were signs everywhere,,it wa pretti easi find my way around sinc there were sign everywher,0,1,0,0
640,299640,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,-0.045833333,"the employees that i dealt with were just eh, not friendly but not rude either, which is to be expected in this sort of setting",,"the employe that i dealt with were just eh, not friendli but not rude either, which is to be expect in thi sort of set",1,0,0,0
641,299641,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,one star docked for the parking and another star docked for getting the court times messed up,,one star dock for the park and anoth star dock for get the court time mess up,1,0,0,0
642,299642,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.5,"my subpoena said 8:45am but the monitor at the entrance said 9:30am, which meant i had more than an hour to kill",,"my subpoena said 8:45am but the monitor at the entranc said 9:30am, which meant i had more than an hour to kill",1,1,0,0
643,299643,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,"if your phone is dying like mine was, just go downstairs and people watch",,"if your phone is die like mine was, just go downstair and peopl watch",0,0,0,0
644,299644,CW5VE4CtSsDpmyDh05ZqnQ,8k5x30m0D3wG1xBHZ0pqBQ,ZPnjxhKUsBDhXEOBKY_n2g,3,0.0,i was fully entertained for about 30 minutes before i had to go into the court room,,i wa fulli entertain for about 30 minut befor i had to go into the court room,1,0,0,0
645,299645,z0GuRob6kJb9PPK_Qp-yXQ,8k5x30m0D3wG1xBHZ0pqBQ,JOmRnI8CHwEYULIaxRya2Q,1,0.0,beyond unsanitary,,beyond unsanitari,1,0,0,0
646,299646,z0GuRob6kJb9PPK_Qp-yXQ,8k5x30m0D3wG1xBHZ0pqBQ,JOmRnI8CHwEYULIaxRya2Q,1,-0.0625,"if i am to do my service as a citizen by serving on a jury, i would appreciate not having to out my health at risk due to communicable diseases simple by sitting in this room",,"if i am to do my servic as a citizen by serv on a jury, i would appreci not have to out my health at risk due to communic diseas simpl by sit in thi room",1,0,0,0
647,299647,z0GuRob6kJb9PPK_Qp-yXQ,8k5x30m0D3wG1xBHZ0pqBQ,JOmRnI8CHwEYULIaxRya2Q,1,0.0,gross,,gross,1,0,0,0
648,299648,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,"since i didn't have a clue where this was, i read reviews to get tips and directions",,"sinc i didn't have a clue where thi was, i read review to get tip and direct",0,0,0,0
649,299649,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.1,people were complaining about how far the designated parking was to here,,peopl were complain about how far the design park wa to here,0,1,0,0
650,299650,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,fremont street experience (4th and carson) to 3rd and lewis,,fremont street experi (4th and carson) to 3rd and lewi,0,0,0,0
651,299651,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,i put on my running shoes and brought dress shoes with me,,i put on my run shoe and brought dress shoe with me,0,0,0,0
652,299652,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.26388888899999996,"heaven-forbid, it was an easy 5-minute walk from the parking lot to rjc! i parked on the 3rd floor since the first 2 floors were packed",,"heaven-forbid, it wa an easi 5-minut walk from the park lot to rjc! i park on the 3rd floor sinc the first 2 floor were pack",1,1,0,0
653,299653,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.25,"yes, it was hot out - it's the beginning of september",,"yes, it wa hot out - it' the begin of septemb",0,0,0,0
654,299654,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,-0.5,i was also lugging my 5-lb textbook to read so i don't get bored,,i wa also lug my 5-lb textbook to read so i don't get bore,0,0,0,0
655,299655,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,"there is a separate line for jurors and lawyers, and everyone else",,"there is a separ line for juror and lawyers, and everyon els",0,1,0,0
656,299656,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,"just like any federal building, you go through security check",,"just like ani feder building, you go through secur check",0,1,0,0
657,299657,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,i had a bottle of water in my bag but that wasn't an issue,,i had a bottl of water in my bag but that wasn't an issu,1,0,0,0
658,299658,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,i brought protein bars and almonds with me since capriotti's was the only option in the building,,i brought protein bar and almond with me sinc capriotti' wa the onli option in the build,0,0,0,0
659,299659,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,"however, there are plenty of cafés/restaurants in the area - you just have to move to get there",,"however, there are plenti of cafés/restaur in the area - you just have to move to get there",0,1,0,0
660,299660,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,they also have vending machines,,they also have vend machin,0,0,1,0
661,299661,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,-0.05,they have about 8 elevators but there was a long line of people wanting to hop on,,they have about 8 elev but there wa a long line of peopl want to hop on,1,0,0,0
662,299662,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,jury services is only on the 3rd floor - use the stairs!,,juri servic is onli on the 3rd floor - use the stairs!,1,0,0,0
663,299663,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.05,the grumpy old guy next to me had something to say every time somebody would ask a question,,the grumpi old guy next to me had someth to say everi time somebodi would ask a question,1,0,0,0
664,299664,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.46666666700000003,"""oh, i'm sure the next question will be brilliant",,"""oh, i'm sure the next question will be brilliant",0,0,0,0
665,299665,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.1,"c'mon people grow a brain!"" i've read and heard enough complaining about jury duty so, i'm tuning everyone out and analyze what this place is really about",,"c'mon peopl grow a brain!"" i'v read and heard enough complain about juri duti so, i'm tune everyon out and analyz what thi place is realli about",1,1,0,0
666,299666,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,was the process streamlined? yes,,wa the process streamlined? ye,1,0,0,0
667,299667,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,was it chaotic? no,,wa it chaotic? no,1,0,0,0
668,299668,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.1,were the instructions given clear? yes,,were the instruct given clear? ye,0,1,0,1
669,299669,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,were the people that work in this building helpful/polite/decent? yes,,were the peopl that work in thi build helpful/polite/decent? ye,0,1,0,0
670,299670,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,there are people that got chosen who aren't the sharpest tools in the shed but they have nothing to do with rjc,,there are peopl that got chosen who aren't the sharpest tool in the shed but they have noth to do with rjc,1,0,0,0
671,299671,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,-0.4,you hate walking - sounds like a personal issue,,you hate walk - sound like a person issu,1,0,0,0
672,299672,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.4,i got a free workout out of this experience,,i got a free workout out of thi experi,0,1,0,0
673,299673,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.0,i can't complain,,i can't complain,0,1,0,0
674,299674,UargzAQXwgVPm1kRN3uf-Q,8k5x30m0D3wG1xBHZ0pqBQ,OaFcpi3W4AwxrD8W2pgC_A,4,0.45,"with that being said, come here and be prepared so bring what will help your experience to be more comfortable",,"with that be said, come here and be prepar so bring what will help your experi to be more comfort",0,1,0,0
675,299675,WevFopmLHjlU8TocLHircA,8k5x30m0D3wG1xBHZ0pqBQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.6777777779999999,not the most pleasant place to be- no one ends up here in a happy state except for those marriage certificate folk,,not the most pleasant place to be- no one end up here in a happi state except for those marriag certif folk,0,1,0,0
676,299676,WevFopmLHjlU8TocLHircA,8k5x30m0D3wG1xBHZ0pqBQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.0,"here's what you need to know: parking nearby in the garage across the street is easiest but bring cash, and be prepared to go through security as if you're at the airport",,"here' what you need to know: park nearbi in the garag across the street is easiest but bring cash, and be prepar to go through secur as if you'r at the airport",1,0,0,0
677,299677,WevFopmLHjlU8TocLHircA,8k5x30m0D3wG1xBHZ0pqBQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.0,this includes shoe removal,,thi includ shoe remov,1,0,0,0
678,299678,WevFopmLHjlU8TocLHircA,8k5x30m0D3wG1xBHZ0pqBQ,9A2-wSoBUxlMd3LwmlGrrQ,3,-0.004761905,"there are a million signs directing you to the right place, and staff are mostly helpful but will get irritated if you ask idiot questions",,"there are a million sign direct you to the right place, and staff are mostli help but will get irrit if you ask idiot question",1,1,0,0
679,299679,WevFopmLHjlU8TocLHircA,8k5x30m0D3wG1xBHZ0pqBQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.0,"there are a million elevators but the line backs up- jump in with a stranger, they're not going to bite you",,"there are a million elev but the line back up- jump in with a stranger, they'r not go to bite you",1,0,0,0
680,299680,WevFopmLHjlU8TocLHircA,8k5x30m0D3wG1xBHZ0pqBQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.4,"great views from the upper floors, there's a café downstairs, and food trucks gather nearby around lunch time",,"great view from the upper floors, there' a café downstairs, and food truck gather nearbi around lunch time",0,1,0,0
681,299681,WevFopmLHjlU8TocLHircA,8k5x30m0D3wG1xBHZ0pqBQ,9A2-wSoBUxlMd3LwmlGrrQ,3,0.166666667,come prepared so you can be in and out as quickly and painlessly as possible,,come prepar so you can be in and out as quickli and painlessli as possibl,0,1,0,0
682,299682,1rWoHyceFH-pL_ixsAXAtg,8k5x30m0D3wG1xBHZ0pqBQ,Mk843de9HhVXDhrSt7VkVw,5,0.4,the sandwiches are absolutely fantastic,,the sandwich are absolut fantast,0,1,0,0
